Country,Sector,Indicator,Year,Value
Germany,Services,Import Value,2017,
Germany,Services,Import Value ,2018,467.91
Germany,Services,Import Value,2019,3099.2
Germany,Services,Import Value,2020,909.26
Germany,Services,Import Value,2021,6505.24
Germany,Services,Import Value,2022,1923.59
Germany,Services,Import Value,2023,
Germany,Technology,GDP,2015,7634.02
Germany,Technology,GDP,2016,5465.91
Germany,Technology,GDP,2017,7808.09
Germany,Technology,GDP,2018,1083.75
Germany,Technology,GDP,2019,4494.69
Germany,Technology,GDP,2020,5260.85
Germany,Technology,GDP,2021,9871.83
Germany,Technology,GDP,2022,5945.5
Germany,Technology,GDP,2023,
Germany,technology,Inflation,2015,11.02
Germany,Technology,Inflation,2016,6.04
Germany,Technology,Inflation,2017,10.51
Germany,Technology,Inflation,2018,3.42
Germany,Technology,Inflation ,2019,8.4
Germany,Technology,Inflation,2020,4.36
Germany,Technology,Inflation ,2021,12.21
Germany,Technology,Inflation,2022,10.07
Germany,Technology,Inflation,2023,9.14
Germany,Technology,Unemployment,2015,8484.07
Germany,Technology,Unemployment,2016,7971.39
Germany,Technology,Unemployment,2017,7972.62
Germany,Technology,Unemployment,2018,1918.53
Germany,Technology,Unemployment,2019,1233.16
Germany,Technology,Unemployment,2020,618.42
Germany,Technology,Unemployment ,2021,1518.77
Germany,Technology,Unemployment,2022,2866.12
Germany,Technology,Unemployment,2023,8329.01
Germany,Technology,Export Value,2015,
Germany,Technology,Export Value,2016,249.22
Germany,Technology,Export Value,2017,5623.02
Germany,Technology,Export Value,2018,6989.56
Germany,technology,Export Value,2019,9508.91
Germany,Technology,Export Value,2020,9342.57
Germany,Technology,Export Value,2021,8756.04
Germany,Technology,Export Value,2022,6013.57
Germany,Technology,Export Value,2023,4293.76
Germany,Technology,Import Value,2015,1248.69
Germany,Technology,Import Value,2016,7003.45
Germany,Technology,Import Value,2017,1345.31
Germany,Technology,Import Value,2018,4176.18
Germany,Technology,Import Value,2019,6109.11
Germany,Technology,Import Value,2020,6396.65
Germany,Technology,Import Value,2021,3190.51
Germany,Technology,Import Value,2022,110.67
Germany,Technology,Import Value,2023,7691.3
Germany,Energy,GDP,2015,5337.34
Germany,Energy,GDP,2016,1698.5
Germany,Energy,GDP,2017,6542.6
Germany,Energy,GDP,2018,9834.87
Germany,Energy,GDP,2019,
Germany,Energy,GDP,2020,7961.11
Germany,Energy,GDP,2021,7110.39
Germany,Energy,GDP,2022,6047.05
Germany,Energy,GDP,2023,
Germany,Energy,Inflation,2015,5.59
Germany,Energy,Inflation,2016,13.91
Germany,Energy,Inflation,2017,10.29
Germany,Energy,Inflation,2018,9.38
Germany,Energy,Inflation,2019,0.79
Germany,Energy,Inflation,2020,
Germany,energy,Inflation,2021,10.26
Germany,Energy,Inflation,2022,5.99
Germany,Energy,Inflation,2023,13.23
Germany,Energy,Unemployment,2015,1256.85
Germany,Energy,Unemployment,2016,1834.66
Germany,Energy,Unemployment,2017,4218.82
Germany,Energy,Unemployment,2018,
Germany,Energy,Unemployment,2019,8007.77
Germany,Energy,Unemployment,2020,5576.86
Germany,Energy,Unemployment,2021,4962.82
Germany,Energy,Unemployment,2022,867.74
Germany,Energy,Unemployment,2023,2794.22
Germany,Energy,Export Value,2015,6991.81
Germany,Energy,Export Value,2016,4786.61
Germany,Energy,Export Value,2017,614.13
Germany,Energy,Export Value,2018,8139.56
Germany,Energy,Export Value,2019,1137.81
Germany,Energy,Export Value,2020,1356.83
Germany,Energy,Export Value,2021,1846.88
Germany,Energy,Export Value,2022,3656.8
Germany,Energy,Export Value,2023,
Germany,Energy,Import Value,2015,6159.31
Germany,Energy,Import Value,2016,9044.33
Germany,Energy,Import Value,2017,5669.37
Germany,Energy,Import Value,2018,7880.82
Germany,Energy,Import Value,2019,7872.09
Germany,Energy,Import Value,2020,8972.01
Germany,Energy,Import Value,2021,5906.6
Germany,Energy,Import Value,2022,6430.63
Germany,Energy,Import Value,2023,3106.92
France,Agriculture,GDP,2015,7651.84
France,Agriculture,GDP,2016,5978.24
France,Agriculture,GDP,2017,7230.54
France,Agriculture,GDP,2018,3314.46
France,agriculture,GDP,2019,2277.83
France,Agriculture,GDP,2020,4032.6
France,Agriculture,GDP,2021,4404.53
France,Agriculture,GDP,2022,9688.84
France,Agriculture,GDP,2023,6729.86
France,Agriculture,Inflation,2015,3.92
France,Agriculture,Inflation,2016,13.57
France,Agriculture,Inflation,2017,14.89
France,Agriculture,Inflation,2018,14.11
France,Agriculture,Inflation,2019,
France,Agriculture,Inflation,2020,7.8
France,Agriculture,Inflation,2021,11.26
France,Agriculture,Inflation,2022,7.52
France,agriculture,Inflation,2023,9.67
France,Agriculture,Unemployment,2015,7813.92
France,Agriculture,Unemployment,2016,6893.18
France,Agriculture,Unemployment,2017,8556.58
France,Agriculture,Unemployment,2018,8725.97
France,Agriculture,Unemployment,2019,3378.45
France,Agriculture,Unemployment,2020,8943.12
France,Agriculture,Unemployment,2021,8326.92
France,Agriculture,Unemployment,2022,5124.15
France,Agriculture,Unemployment,2023,5438.77
France,agriculture,Export Value,2015,4491.89
France,Agriculture,Export Value,2016,3795.88
France,Agriculture,Export Value,2017,9782.39
France,Agriculture,Export Value,2018,3371.52
France,Agriculture,Export Value,2019,7022.29
France,agriculture,Export Value,2020,8858.18
France,Agriculture,Export Value,2021,7867.98
France,Agriculture,Export Value,2022,2434.71
France,Agriculture,Export Value,2023,
France,Agriculture,Import Value,2015,3015.38
France,Agriculture,Import Value,2016,1608.71
France,Agriculture,Import Value,2017,
France,Agriculture,Import Value,2018,
France,Agriculture,Import Value,2019,4707.69
France,Agriculture,Import Value,2020,1373.27
France,Agriculture,Import Value,2021,4300.31
France,Agriculture,Import Value,2022,3614.96
France,Agriculture,Import Value,2023,3914.54
France,Manufacturing,GDP,2015,4350.58
France,Manufacturing,GDP,2016,811.7
France,Manufacturing,GDP,2017,8297.69
France,Manufacturing,GDP,2018,
France,Manufacturing,GDP ,2019,5310.63
France,Manufacturing,GDP,2020,9124.54
France,Manufacturing,GDP,2021,3067.23
France,Manufacturing,GDP,2022,5308.78
France,Manufacturing,GDP,2023,6547.39
France,Manufacturing,Inflation,2015,9.81
France,Manufacturing,Inflation,2016,4.33
France,Manufacturing,Inflation,2017,7.84
France,Manufacturing,Inflation,2018,8.28
France,Manufacturing,Inflation,2019,7.53
France,Manufacturing,Inflation,2020,1.79
France,Manufacturing,Inflation,2021,0.7
France,Manufacturing,Inflation,2022,11.64
France,Manufacturing,Inflation,2023,7.62
France,Manufacturing,Unemployment,2015,5264.43
France,Manufacturing,Unemployment,2016,9994.22
France,Manufacturing,Unemployment,2017,8587.42
France,Manufacturing,Unemployment,2018,7992.21
France,Manufacturing,Unemployment,2019,5975.4
France,Manufacturing,Unemployment,2020,3617.36
France,Manufacturing,Unemployment,2021,2005.75
France,Manufacturing,Unemployment,2022,
France,Manufacturing,Unemployment,2023,422.79
France,Manufacturing,Export Value,2015,328.56
France,Manufacturing,Export Value,2016,5580.47
France,Manufacturing,Export Value,2017,3526.21
France,Manufacturing,Export Value,2018,1039.52
France,Manufacturing,Export Value ,2019,9700.65
France,Manufacturing,Export Value,2020,3616.22
France,Manufacturing,Export Value,2021,2680.06
France,Manufacturing,Export Value,2022,8674.7
France,Manufacturing,Export Value,2023,
France,Manufacturing,Import Value ,2015,2879.49
France,Manufacturing,Import Value,2016,8484.19
France,Manufacturing,Import Value,2017,1764.6
France,Manufacturing,Import Value,2018,120.13
France,Manufacturing,Import Value,2019,381.06
France,Manufacturing,Import Value,2020,7822.35
France,manufacturing,Import Value,2021,1151.36
France,Manufacturing,Import Value,2022,6239.74
France,manufacturing,Import Value,2023,5433.46
France,Services,GDP,2015,5534.73
France,Services,GDP,2016,7253.12
France,Services,GDP,2017,2947.72
France,Services,GDP,2018,6965.4
France,Services,GDP,2019,8558.11
France,Services,GDP,2020,9886.54
France,Services,GDP,2021,5112.65
France,Services,GDP,2022,9245.96
France,Services,GDP,2023,4732.03
France,Services,Inflation,2015,5.1
France,services,Inflation,2016,4.9
France,Services,Inflation,2017,7.67
France,Services,Inflation,2018,9.72
France,Services,Inflation,2019,8.09
France,Services,Inflation,2020,2.46
France,Services,Inflation,2021,1.47
France,Services,Inflation,2022,4.2
France,Services,Inflation,2023,7.88
France,Services,Unemployment,2015,9821.67
France,Services,Unemployment,2016,9231.47
France,Services,Unemployment,2017,3337.54
France,Services,Unemployment,2018,751.02
France,Services,Unemployment,2019,8999.19
France,Services,Unemployment,2020,7733.93
France,Services,Unemployment,2021,2381.14
France,Services,Unemployment,2022,3903.94
France,Services,Unemployment,2023,2607.59
France,Services,Export Value,2015,7213.21
France,Services,Export Value,2016,8982.96
France,Services,Export Value,2017,8997.67
France,Services,Export Value,2018,
France,Services,Export Value,2019,7735.62
France,Services,Export Value,2020,1948.73
France,Services,Export Value,2021,4630.25
France,Services,Export Value,2022,7880.66
France,Services,Export Value,2023,4570.05
France,Services,Import Value,2015,7574.89
France,Services,Import Value,2016,4978.57
France,Services,Import Value,2017,2818.95
France,Services,Import Value,2018,2280.01
France,Services,Import Value,2019,9161.86
France,Services,Import Value,2020,1717.56
France,Services,Import Value,2021,6370.54
France,Services,Import Value,2022,3415.66
France,Services,Import Value,2023,8879.7
France,Technology,GDP,2015,334.64
France,Technology,GDP,2016,9091.39
France,Technology,GDP,2017,1158.95
France,Technology,GDP,2018,1229.62
France,Technology,GDP,2019,9626.22
France,Technology,GDP,2020,649.29
France,Technology,GDP,2021,6004.06
France,Technology,GDP,2022,565.95
France,Technology,GDP,2023,9106.22
France,Technology,Inflation,2015,7.35
France,Technology,Inflation,2016,10.51
France,Technology,Inflation,2017,14.58
France,technology,Inflation ,2018,14.16
France,Technology,Inflation,2019,13.09
France,Technology,Inflation,2020,0.81
France,Technology,Inflation,2021,11.82
France,Technology,Inflation,2022,11.63
France,Technology,Inflation,2023,8.23
France,Technology,Unemployment,2015,4939.93
France,Technology,Unemployment,2016,
France,Technology,Unemployment,2017,6611.11
France,Technology,Unemployment,2018,6805.49
France,Technology,Unemployment ,2019,
France,Technology,Unemployment,2020,9064.85
France,Technology,Unemployment,2021,5824.28
France,Technology,Unemployment,2022,1057.22
France,Technology,Unemployment,2023,9957.3
France,Technology,Export Value,2015,7227.56
France,Technology,Export Value,2016,5491.98
France,Technology,Export Value,2017,2705.36
France,Technology,Export Value,2018,3858.6
France,Technology,Export Value,2019,2309.65
France,Technology,Export Value,2020,6297.42
France,Technology,Export Value,2021,9175.01
France,Technology,Export Value,2022,2960.77
France,Technology,Export Value,2023,6356.07
France,Technology,Import Value,2015,7460.11
France,Technology,Import Value,2016,9174.12
France,Technology,Import Value,2017,3963.63
France,Technology,Import Value,2018,6058.08
France,Technology,Import Value,2019,4692.09
France,Technology,Import Value,2020,5340.81
France,Technology,Import Value,2021,8095.03
France,Technology,Import Value,2022,8915.25
France,Technology,Import Value,2023,4534.92
France,Energy,GDP,2015,6569.93
France,Energy,GDP,2016,6901.31
France,Energy,GDP,2017,5064.48
France,Energy,GDP,2018,6716.01
France,Energy,GDP,2019,6778.0
France,Energy,GDP,2020,4787.66
France,Energy,GDP,2021,6680.93
France,Energy,GDP,2022,752.12
France,Energy,GDP,2023,
France,Energy,Inflation,2015,6.26
France,Energy,Inflation,2016,1.43
France,Energy,Inflation,2017,6.26
France,Energy,Inflation,2018,10.85
France,Energy,Inflation,2019,14.5
France,Energy,Inflation,2020,11.72
France,Energy,Inflation,2021,6.44
France,Energy,Inflation ,2022,2.77
France,Energy,Inflation,2023,9.0
France,Energy,Unemployment,2015,7437.45
France,Energy,Unemployment,2016,1545.74
France,Energy,Unemployment,2017,7235.69
France,Energy,Unemployment,2018,3838.58
France,Energy,Unemployment,2019,2825.38
France,Energy,Unemployment,2020,3240.91
France,Energy,Unemployment,2021,3858.93
France,Energy,Unemployment,2022,6075.52
France,Energy,Unemployment,2023,3250.55
France,Energy,Export Value,2015,5706.95
France,Energy,Export Value,2016,8180.13
France,energy,Export Value,2017,9050.27
France,Energy,Export Value,2018,7455.91
France,Energy,Export Value,2019,9830.39
France,Energy,Export Value,2020,2614.57
France,Energy,Export Value,2021,2377.15
France,Energy,Export Value,2022,2571.46
France,Energy,Export Value,2023,
France,Energy,Import Value,2015,6890.71
France,Energy,Import Value,2016,4221.81
France,Energy,Import Value,2017,6693.89
France,Energy,Import Value,2018,2550.99
France,Energy,Import Value,2019,4261.82
France,Energy,Import Value,2020,7934.03
France,Energy,Import Value,2021,7912.35
France,Energy,Import Value,2022,1779.2
France,Energy,Import Value,2023,102.28
India,Agriculture,GDP,2015,2150.57
India,Agriculture,GDP,2016,788.08
India,Agriculture,GDP,2017,9098.32
India,Agriculture,GDP,2018,563.72
India,Agriculture,GDP,2019,4045.76
India,Agriculture,GDP,2020,8727.93
India,Agriculture,GDP,2021,2595.67
India,Agriculture,GDP,2022,2171.92
India,Agriculture,GDP,2023,5823.37
India,Agriculture,Inflation,2015,13.89
India,Agriculture,Inflation,2016,14.31
India,Agriculture,Inflation,2017,0.7
India,Agriculture,Inflation,2018,12.22
India,Agriculture,Inflation,2019,2.9
India,Agriculture,Inflation,2020,6.73
India,Agriculture,Inflation,2021,5.75
India,Agriculture,Inflation,2022,10.27
India,Agriculture,Inflation,2023,2.86
India,Agriculture,Unemployment ,2015,5399.65
India,Agriculture,Unemployment,2016,6816.48
India,Agriculture,Unemployment,2017,5377.69
India,Agriculture,Unemployment,2018,6526.48
India,Agriculture,Unemployment,2019,2217.53
India,Agriculture,Unemployment,2020,6665.02
India,Agriculture,Unemployment,2021,2617.22
India,Agriculture,Unemployment,2022,4382.23
India,Agriculture,Unemployment,2023,7561.99
India,Agriculture,Export Value,2015,8806.93
India,Agriculture,Export Value,2016,8372.47
India,Agriculture,Export Value,2017,9894.63
India,Agriculture,Export Value,2018,8181.14
India,agriculture,Export Value,2019,4619.89
India,Agriculture,Export Value,2020,6348.13
India,Agriculture,Export Value,2021,5864.1
India,Agriculture,Export Value,2022,3657.13
India,Agriculture,Export Value,2023,1234.35
India,Agriculture,Import Value,2015,2208.74
India,Agriculture,Import Value,2016,9890.21
India,agriculture,Import Value,2017,8027.05
India,Agriculture,Import Value,2018,9032.32
India,Agriculture,Import Value,2019,8462.02
India,Agriculture,Import Value,2020,6955.18
India,Agriculture,Import Value,2021,5865.31
India,Agriculture,Import Value,2022,2713.56
India,Agriculture,Import Value,2023,1372.03
India,manufacturing,GDP,2015,5236.19
India,Manufacturing,GDP,2016,3474.25
India,Manufacturing,GDP,2017,1393.74
India,Manufacturing,GDP,2018,
India,Manufacturing,GDP,2019,9455.23
India,Manufacturing,GDP,2020,8521.49
India,Manufacturing,GDP,2021,3564.05
India,Manufacturing,GDP,2022,1113.15
India,Manufacturing,GDP,2023,8487.63
India,Manufacturing,Inflation,2015,8.44
India,Manufacturing,Inflation,2016,9.32
India,manufacturing,Inflation,2017,
India,Manufacturing,Inflation,2018,7.36
India,Manufacturing,Inflation,2019,4.53
India,Manufacturing,Inflation,2020,6.68
India,Manufacturing,Inflation,2021,7.9
India,Manufacturing,Inflation,2022,3.9
India,manufacturing,Inflation,2023,12.09
India,Manufacturing,Unemployment,2015,7376.2
India,Manufacturing,Unemployment,2016,1446.66
India,Manufacturing,Unemployment,2017,7845.01
India,Manufacturing,Unemployment,2018,3427.58
India,Manufacturing,Unemployment,2019,9595.62
India,manufacturing,Unemployment,2020,2151.81
India,Manufacturing,Unemployment,2021,1563.47
India,Manufacturing,Unemployment,2022,5609.98
India,Manufacturing,Unemployment,2023,9638.92
India,manufacturing,Export Value,2015,761.47
India,Manufacturing,Export Value,2016,3896.94
India,Manufacturing,Export Value,2017,8297.88
India,Manufacturing,Export Value,2018,8638.37
India,Manufacturing,Export Value,2019,4862.64
India,Manufacturing,Export Value,2020,7226.57
India,Manufacturing,Export Value,2021,6454.47
India,Manufacturing,Export Value,2022,5859.68
India,Manufacturing,Export Value,2023,984.67
India,Manufacturing,Import Value,2015,9020.16
India,Manufacturing,Import Value,2016,3255.46
India,Manufacturing,Import Value,2017,3212.3
India,Manufacturing,Import Value,2018,4003.6
India,Manufacturing,Import Value,2019,411.25
India,Manufacturing,Import Value,2020,5776.42
India,Manufacturing,Import Value,2021,6902.51
India,manufacturing,Import Value,2022,2944.44
India,Manufacturing,Import Value,2023,1513.47
India,Services,GDP,2015,4703.97
India,Services,GDP,2016,5541.29
India,Services,GDP,2017,
India,Services,GDP,2018,5029.58
India,Services,GDP,2019,5919.32
India,Services,GDP,2020,2463.85
India,Services,GDP,2021,5764.73
India,Services,GDP,2022,4174.51
India,Services,GDP,2023,
India,Services,Inflation,2015,6.55
India,Services,Inflation,2016,4.01
India,Services,Inflation,2017,
India,Services,Inflation,2018,8.41
India,Services,Inflation,2019,8.25
India,Services,Inflation,2020,6.75
India,Services,Inflation,2021,12.2
India,Services,Inflation,2022,14.93
India,Services,Inflation,2023,13.52
India,Services,Unemployment,2015,9361.83
India,Services,Unemployment,2016,7016.33
India,Services,Unemployment,2017,1658.61
India,Services,Unemployment,2018,9339.42
India,Services,Unemployment,2019,
India,Services,Unemployment,2020,6473.08
India,services,Unemployment,2021,6716.93
India,Services,Unemployment,2022,7597.9
India,Services,Unemployment,2023,3155.83
India,Services,Export Value,2015,2792.7
India,Services,Export Value,2016,3043.8
India,Services,Export Value,2017,4712.79
India,Services,Export Value,2018,7103.33
India,Services,Export Value,2019,3714.2
India,Services,Export Value,2020,
India,Services,Export Value,2021,2432.48
India,Services,Export Value,2022,1071.44
India,Services,Export Value,2023,2513.84
India,Services,Import Value,2015,5590.12
India,Services,Import Value,2016,8283.3
India,Services,Import Value,2017,7469.86
India,Services,Import Value,2018,1680.5
India,Services,Import Value,2019,2022.25
India,Services,Import Value,2020,1721.68
India,Services,Import Value,2021,7400.21
India,Services,Import Value,2022,6833.01
India,Services,Import Value,2023,7903.97
India,Technology,GDP,2015,5476.58
India,Technology,GDP,2016,6839.15
India,Technology,GDP,2017,1019.56
India,Technology,GDP,2018,7552.4
India,Technology,GDP,2019,4913.81
India,Technology,GDP,2020,3188.29
India,Technology,GDP,2021,4946.0
India,Technology,GDP,2022,791.57
India,Technology,GDP,2023,3463.64
India,Technology,Inflation,2015,10.6
India,Technology,Inflation,2016,5.68
India,Technology,Inflation,2017,12.26
India,Technology,Inflation,2018,11.31
India,Technology,Inflation,2019,2.78
India,Technology,Inflation,2020,2.3
India,Technology,Inflation,2021,9.95
India,Technology,Inflation,2022,2.2
India,Technology,Inflation,2023,3.36
India,Technology,Unemployment,2015,3964.12
India,Technology,Unemployment,2016,3092.08
India,Technology,Unemployment,2017,280.2
India,Technology,Unemployment,2018,1296.73
India,Technology,Unemployment,2019,7331.83
India,Technology,Unemployment,2020,9440.77
India,Technology,Unemployment,2021,2271.89
India,Technology,Unemployment,2022,3574.26
India,Technology,Unemployment,2023,3508.51
India,technology,Export Value,2015,8657.08
India,Technology,Export Value,2016,
India,Technology,Export Value,2017,6820.88
India,Technology,Export Value,2018,2757.98
India,technology,Export Value,2019,9160.66
India,Technology,Export Value,2020,1236.42
India,Technology,Export Value,2021,1203.86
India,Technology,Export Value,2022,7693.99
India,Technology,Export Value,2023,7971.75
India,Technology,Import Value,2015,8590.59
India,Technology,Import Value,2016,4133.08
India,Technology,Import Value,2017,
India,Technology,Import Value,2018,9363.6
India,Technology,Import Value,2019,3967.25
India,Technology,Import Value,2020,3309.11
India,Technology,Import Value,2021,9906.09
India,Technology,Import Value,2022,5569.93
India,Technology,Import Value,2023,3284.31
India,Energy,GDP ,2015,5121.44
India,Energy,GDP,2016,1773.28
India,Energy,GDP,2017,1892.36
India,Energy,GDP ,2018,1935.91
India,Energy,GDP,2019,7131.7
India,Energy,GDP,2020,8458.0
India,Energy,GDP,2021,8987.89
India,Energy,GDP,2022,3989.36
India,Energy,GDP,2023,8126.99
India,Energy,Inflation,2015,10.06
India,energy,Inflation,2016,13.07
India,Energy,Inflation,2017,4.47
India,Energy,Inflation,2018,2.85
India,Energy,Inflation,2019,3.87
India,Energy,Inflation,2020,9.91
India,Energy,Inflation,2021,1.18
India,Energy,Inflation,2022,7.47
India,Energy,Inflation,2023,3.98
India,Energy,Unemployment ,2015,4939.42
India,Energy,Unemployment,2016,1227.55
India,Energy,Unemployment,2017,4139.57
India,energy,Unemployment,2018,9120.01
India,Energy,Unemployment,2019,7116.52
India,energy,Unemployment,2020,1122.08
India,Energy,Unemployment,2021,8961.29
India,Energy,Unemployment,2022,8230.16
India,energy,Unemployment,2023,6650.91
India,Energy,Export Value,2015,7028.05
India,Energy,Export Value,2016,5856.52
India,Energy,Export Value,2017,8089.76
India,Energy,Export Value,2018,7387.2
India,Energy,Export Value,2019,258.2
India,Energy,Export Value,2020,2789.64
India,Energy,Export Value,2021,
India,Energy,Export Value,2022,9805.12
India,Energy,Export Value,2023,5005.78
India,Energy,Import Value,2015,6607.57
India,Energy,Import Value,2016,9579.51
India,Energy,Import Value,2017,7157.0
India,Energy,Import Value,2018,9952.37
India,Energy,Import Value,2019,5516.13
India,Energy,Import Value,2020,1330.28
India,Energy,Import Value,2021,4083.5
India,Energy,Import Value,2022,186.39
India,Energy,Import Value,2023,1453.95
China,Agriculture,GDP,2015,1113.11
China,Agriculture,GDP,2016,8314.79
China,Agriculture,GDP,2017,750.41
China,Agriculture,GDP ,2018,4725.12
China,Agriculture,GDP,2019,5982.63
China,Agriculture,GDP,2020,9266.91
China,Agriculture,GDP,2021,9496.32
China,Agriculture,GDP,2022,5887.94
China,Agriculture,GDP,2023,
China,Agriculture,Inflation,2015,11.87
China,Agriculture,Inflation,2016,7.49
China,Agriculture,Inflation,2017,5.67
China,Agriculture,Inflation,2018,13.5
China,Agriculture,Inflation,2019,6.42
China,Agriculture,Inflation,2020,13.19
China,Agriculture,Inflation,2021,2.12
China,Agriculture,Inflation,2022,14.67
China,Agriculture,Inflation,2023,12.43
China,Agriculture,Unemployment,2015,9714.27
China,Agriculture,Unemployment,2016,6738.29
China,Agriculture,Unemployment,2017,4912.93
China,Agriculture,Unemployment,2018,
China,Agriculture,Unemployment,2019,9877.42
China,Agriculture,Unemployment,2020,6646.49
China,Agriculture,Unemployment,2021,8407.84
China,Agriculture,Unemployment,2022,2772.06
China,Agriculture,Unemployment,2023,9540.68
China,Agriculture,Export Value,2015,4833.37
